Time, fixType, gnssFixOk, headVehValid, invalid_llh, latitude, longitude, SIV, groundSpeed, headingMotion, headingVehicle, distanceBetween, targetHeading, currentHeading, headingError, gpsError, averageGPSError, index
4/11/2025 18:19,3,1,0,0,334924628,-820052097,32,630,10559734,0,0.81,111.79,111.5,0,5.9,0,0
4/11/2025 18:19,3,1,0,0,334924612,-820052006,32,380,9893738,0,12.64,288.9,103.91,-0.97,4.97,5.9,1
4/11/2025 18:19,3,1,0,0,334924612,-820052006,32,380,9893738,0,12.64,288.9,287.5,0.01,188.56,10.88,1
4/11/2025 18:19,3,1,0,0,334924857,-820051812,32,362,29944506,0,13.82,275.68,280.75,-0.03,-18.7,10.88,1
4/11/2025 18:19,3,1,0,0,334924872,-820051852,32,403,29500876,0,13.44,275.13,277.62,-0.01,-17.38,10.88,1
4/11/2025 18:19,3,1,0,0,334924886,-820051902,32,511,28824832,0,12.96,274.63,279.81,-0.03,-8.44,10.88,1
4/11/2025 18:19,3,1,0,0,334924900,-820051948,32,443,29304298,0,12.53,274.07,276.81,-0.02,-16.23,10.88,1
4/11/2025 18:19,3,1,0,0,334924912,-820051995,32,471,28896422,0,12.08,273.59,278.62,-0.03,-10.34,10.88,1
4/11/2025 18:20,3,1,0,0,334924927,-820052039,32,439,29590152,0,11.67,272.9,275.62,-0.02,-20.28,10.88,1
4/11/2025 18:20,3,1,0,0,334924940,-820052087,32,493,28774432,0,11.21,272.27,277,-0.03,-10.74,10.88,1
4/11/2025 18:20,3,1,0,0,334924954,-820052133,32,445,29245376,0,10.78,271.54,274.31,-0.02,-18.14,10.88,1
4/11/2025 18:20,3,1,0,0,334924966,-820052182,32,464,28450754,0,10.33,270.86,276.12,-0.03,-8.38,10.88,1
4/11/2025 18:20,3,1,0,0,334924979,-820052227,32,389,29361296,0,9.91,270.06,272.44,-0.01,-21.18,10.88,1
4/11/2025 18:20,3,1,0,0,334924990,-820052274,32,447,28395028,0,9.47,269.33,290.7,-0.12,6.75,-6.63,1
4/11/2025 18:20,3,1,0,0,334925001,-820052320,32,411,28990646,0,9.05,268.52,272.76,-0.02,-17.15,-6.63,1
4/11/2025 18:20,3,1,0,0,334925006,-820052391,32,321,26354458,0,8.39,268.02,266.57,0.01,3.03,-6.63,1
4/11/2025 18:20,3,1,0,0,334924998,-820052431,32,424,25588124,0,8.02,268.57,265.88,0.01,10,-6.63,1
4/11/2025 18:20,3,1,0,0,334924988,-820052477,32,448,25871978,0,7.59,269.33,265.82,0.02,7.1,-6.63,1
4/11/2025 18:20,3,1,0,0,334924976,-820052524,32,458,25582036,0,7.15,270.36,265.82,0.03,10,-6.63,1
4/11/2025 18:20,3,1,0,0,334924966,-820052568,32,417,25854376,0,6.75,271.32,269.95,0.01,11.4,-6.63,1
4/11/2025 18:20,3,1,0,0,334924958,-820052617,32,482,26411874,0,6.29,272.23,270.7,0.01,6.58,-6.63,1
4/11/2025 18:20,3,1,0,0,334924953,-820052670,32,506,26470922,0,5.81,272.97,271.63,0.01,6.93,-6.63,1
4/11/2025 18:20,3,1,0,0,334924950,-820052723,32,489,26543292,0,5.32,273.6,273.01,0,7.58,-6.63,1
4/11/2025 18:20,3,1,0,0,334924947,-820052777,32,519,26580682,0,4.82,274.37,268.98,0.03,3.18,-1.36,1
4/11/2025 18:20,3,1,0,0,334924944,-820052827,32,438,26498826,0,4.36,275.27,274.73,0,9.74,-1.36,1
4/11/2025 18:20,3,1,0,0,334924947,-820052878,32,504,27472086,0,3.89,275.42,276.61,-0.01,1.89,-1.36,1
4/11/2025 18:20,3,1,0,0,334924953,-820052933,32,527,27522256,0,3.37,275.11,277.92,-0.02,2.7,-1.36,1
4/11/2025 18:20,3,1,0,0,334924959,-820052990,32,541,27709384,0,2.84,274.72,279.3,-0.03,2.2,-1.36,1
4/11/2025 18:20,3,1,0,0,334924966,-820053040,32,461,28188282,0,2.37,273.77,275.98,-0.01,-5.9,-1.36,1
4/11/2025 18:20,3,1,0,0,334924969,-820053094,32,525,27396976,0,1.87,273.75,276.73,-0.02,2.76,-1.36,1
4/11/2025 18:20,3,1,0,0,334924974,-820053142,32,432,27903184,0,14.24,288.02,274.99,0.07,-4.04,1.01,2
4/11/2025 18:20,3,1,0,0,334924977,-820053178,32,295,27719690,0,13.91,288.31,284.61,0.02,7.42,1.01,2
4/11/2025 18:20,3,1,0,0,334924983,-820053206,32,275,28814252,0,13.65,288.39,292.74,-0.02,4.6,1.01,2
4/11/2025 18:20,3,1,0,0,334924998,-820053241,32,421,29876592,0,13.29,288.15,290.43,-0.01,-8.34,1.01,2
4/11/2025 18:20,3,1,0,0,334925015,-820053285,32,462,29250166,0,12.84,287.91,291.43,-0.02,-1.07,1.01,2
4/11/2025 18:20,3,1,0,0,334925032,-820053333,32,494,29496490,0,12.36,287.71,293.43,-0.03,-1.54,1.01,2
4/11/2025 18:20,3,1,0,0,334925054,-820053381,32,504,30041136,0,11.86,287.24,289.43,-0.01,-10.98,1.01,2
4/11/2025 18:20,3,1,0,0,334925074,-820053431,32,502,29274812,0,11.35,286.86,289.8,-0.02,-2.95,1.01,2
4/11/2025 18:20,3,1,0,0,334925092,-820053483,32,519,29244274,0,10.83,286.59,290.86,-0.02,-1.58,1.01,2
4/11/2025 18:20,3,1,0,0,334925112,-820053536,32,529,29653762,0,10.3,286.18,288.55,-0.01,-7.99,1.01,2
4/11/2025 18:20,3,1,0,0,334925129,-820053588,32,520,29000732,0,9.78,285.91,292.76,-0.04,2.76,-1.64,2
4/11/2025 18:20,3,1,0,0,334925147,-820053639,32,520,29560228,0,9.27,285.52,287.33,-0.01,-8.28,-1.64,2
4/11/2025 18:20,3,1,0,0,334925162,-820053690,32,493,28812998,0,8.77,285.3,287.26,-0.01,-0.87,-1.64,2
4/11/2025 18:20,3,1,0,0,334925175,-820053742,32,520,28754438,0,8.27,285.21,288.58,-0.02,1.03,-1.64,2
4/11/2025 18:20,3,1,0,0,334925190,-820053797,32,552,29048850,0,7.73,285.01,290.2,-0.03,-0.29,-1.64,2
4/11/2025 18:20,3,1,0,0,334925207,-820053850,32,542,29250614,0,7.21,284.57,286.58,-0.01,-5.93,-1.64,2
4/11/2025 18:20,3,1,0,0,334925221,-820053901,32,484,28700026,0,6.71,284.3,288.26,-0.02,1.26,-1.64,2
