Latitude,Longitude,SIV,heading,speed,distanceBetween,targetHeading,currentHeading,headingError,gpsError,averageGPSError,lat,long,index
335369398,-820267110,30,15643448,1160,11.52,151.28,152.53,-0.01,-3.91,-17.82,33.5369398,-82.026711,10
335369304,-820267060,29,15607564,1139,10.38,150.75,151.91,-0.01,-4.17,-17.82,33.5369304,-82.026706,10
335369211,-820267009,30,15475480,1139,9.24,150.17,150.8,0,-3.96,-17.82,33.5369211,-82.0267009,10
335369118,-820266954,30,15279610,1147,8.09,149.66,150.73,-0.01,-2.07,-17.82,33.5369118,-82.0266954,10
335369027,-820266896,30,15191406,1153,6.95,149.27,151.91,-0.01,-0.01,-17.82,33.5369027,-82.0266896,10
335368934,-820266841,30,15365212,1142,5.8,148.38,152.73,-0.02,-0.93,-17.82,33.5368934,-82.0266841,10
335368850,-820266790,29,15321682,999,4.76,147.33,151.76,-0.02,-1.45,-20.6,33.536885,-82.026679,10
335368773,-820266743,29,15211626,946,3.8,145.89,148.79,-0.02,-3.32,-20.6,33.5368773,-82.0266743,10
335368691,-820266688,30,15048598,1080,2.76,144.03,147.54,-0.02,-2.94,-20.6,33.5368691,-82.0266688,10
335368603,-820266629,29,15041804,1137,1.65,139.45,146.93,-0.04,-3.48,-20.6,33.5368603,-82.0266629,10
335368521,-820266574,29,15069838,1008,137.76,158.06,142.51,0.09,-8.18,-23.4,33.5368521,-82.0266574,11
335368379,-820266480,30,15652246,877,135.97,158.16,158.52,0,2,-23.4,33.5368379,-82.026648,11
335368294,-820266438,30,15780790,1075,134.95,158.16,160.97,-0.02,3.17,-23.4,33.5368294,-82.0266438,11
335368199,-820266394,29,15920760,1153,133.82,158.15,160.74,-0.01,1.54,-23.4,33.5368199,-82.0266394,11
335368101,-820266351,30,16017546,1163,132.66,158.14,159.95,-0.01,-0.22,-23.4,33.5368101,-82.0266351,11
335368002,-820266307,30,15845950,1174,131.48,158.12,159.34,-0.01,0.88,-23.4,33.5368002,-82.0266307,11
335367900,-820266253,31,15625994,1215,130.24,158.14,158.92,0,2.66,-23.4,33.53679,-82.0266253,11
335367799,-820266201,31,15683256,1190,129.02,158.16,158.35,0,1.52,-23.4,33.5367799,-82.0266201,11
335367701,-820266146,30,15418356,1199,127.82,158.19,158.75,0,4.57,-23.4,33.5367701,-82.0266146,11
335367604,-820266091,29,15493610,1185,126.63,158.22,159.56,-0.01,4.63,-23.4,33.5367604,-82.0266091,11
335367503,-820266034,30,15460170,1203,125.39,158.25,158.74,0,4.14,-22.14,33.5367503,-82.0266034,11
335367403,-820265981,30,15625272,1195,124.17,158.27,159.05,0,2.8,-22.14,33.5367403,-82.0265981,11
335367302,-820265931,31,15850294,1187,122.96,158.28,159.87,-0.01,1.37,-22.14,33.5367302,-82.0265931,11
335367201,-820265882,31,15797124,1191,121.75,158.28,159.9,-0.01,1.93,-22.14,33.5367201,-82.0265882,11
335367101,-820265836,31,15995012,1160,120.56,158.28,159.62,-0.01,-0.33,-22.14,33.5367101,-82.0265836,11
335367000,-820265791,31,15879834,1176,119.36,158.26,159.56,-0.01,0.77,-22.14,33.5367,-82.0265791,11
335366902,-820265743,30,15767904,1167,118.18,158.27,160.16,-0.01,2.48,-22.14,33.5366902,-82.0265743,11
335366803,-820265696,31,15827824,1175,117,158.27,160.43,-0.01,2.16,-22.14,33.5366803,-82.0265696,11
335366704,-820265651,31,16004998,1159,115.82,158.26,160.98,-0.02,0.93,-22.14,33.5366704,-82.0265651,11
335366603,-820265608,31,16041968,1154,114.63,158.23,161.86,-0.02,1.44,-22.14,33.5366603,-82.0265608,11
335366512,-820265570,31,16064262,1023,113.56,158.21,158.4,0,-2.24,-20.37,33.5366512,-82.026557,11
335366425,-820265530,31,15787388,1021,112.52,158.2,158.63,0,0.76,-20.37,33.5366425,-82.026553,11
335366331,-820265487,31,15853196,1144,111.4,158.19,159.28,-0.01,0.75,-20.37,33.5366331,-82.0265487,11
335366230,-820265441,30,15846000,1192,110.2,158.18,159.58,-0.01,1.12,-20.37,33.536623,-82.0265441,11
335366127,-820265397,30,16018608,1203,108.99,158.16,159.32,-0.01,-0.86,-20.37,33.5366127,-82.0265397,11
335366024,-820265359,30,16165820,1199,107.79,158.1,159.3,-0.01,-2.35,-20.37,33.5366024,-82.0265359,11
335365920,-820265322,31,16246616,1205,106.59,158.04,158.35,0,-4.11,-20.37,33.536592,-82.0265322,11
335365816,-820265285,30,16253004,1204,105.39,157.98,158.61,0,-3.92,-20.37,33.5365816,-82.0265285,11
335365711,-820265246,30,16166764,1210,104.17,157.92,158.68,0,-2.98,-20.37,33.5365711,-82.0265246,11
335365606,-820265207,30,16282122,1215,102.95,157.87,158.85,-0.01,-3.97,-20.37,33.5365606,-82.0265207,11
335365504,-820265172,30,16276110,1200,101.78,157.79,158.33,0,-4.43,-20.37,33.5365504,-82.0265172,11
335365399,-820265135,30,16157692,1198,100.57,157.72,159.85,-0.01,-1.72,-22.39,33.5365399,-82.0265135,11
335365294,-820265095,30,16073670,1205,99.35,157.67,160.1,-0.01,-0.63,-22.39,33.5365294,-82.0265095,11
335365189,-820265053,30,15994038,1195,98.12,157.62,160.31,-0.01,0.37,-22.39,33.5365189,-82.0265053,11
335365086,-820265012,30,16120034,1194,96.92,157.57,160.34,-0.02,-0.86,-22.39,33.5365086,-82.0265012,11
335364983,-820264971,30,16041192,1183,95.71,157.52,160.18,-0.01,-0.23,-22.39,33.5364983,-82.0264971,11
335364883,-820264929,31,16112566,1170,94.53,157.48,159.62,-0.01,-1.5,-22.39,33.5364883,-82.0264929,11
335364782,-820264886,30,16087178,1188,93.34,157.44,158.91,-0.01,-1.96,-22.39,33.5364782,-82.0264886,11
335364681,-820264841,30,16021196,1209,92.15,157.41,157.65,0,-2.56,-22.39,33.5364681,-82.0264841,11
335364582,-820264794,30,15871072,1197,90.96,157.4,156.69,0,-2.02,-22.39,33.5364582,-82.0264794,11
335364483,-820264745,30,15712820,1205,89.77,157.39,156.79,0,-0.33,-22.39,33.5364483,-82.0264745,11
335364383,-820264697,30,15925664,1208,88.57,157.38,157.56,0,-1.7,-23.54,33.5364383,-82.0264697,11
335364284,-820264649,30,15807864,1214,87.39,157.38,157.81,0,-0.27,-23.54,33.5364284,-82.0264649,11
335364183,-820264601,29,15842976,1218,86.18,157.36,158.27,-0.01,-0.16,-23.54,33.5364183,-82.0264601,11
335364080,-820264554,30,15897836,1229,84.95,157.33,157.7,0,-1.28,-23.54,33.536408,-82.0264554,11
335363978,-820264508,29,15879914,1225,83.74,157.3,157.1,0,-1.7,-23.54,33.5363978,-82.0264508,11
335363874,-820264461,30,15889750,1235,82.51,157.27,157.46,0,-1.44,-23.54,33.5363874,-82.0264461,11
335363773,-820264416,30,15963256,1211,81.31,157.24,158.34,-0.01,-1.3,-23.54,33.5363773,-82.0264416,11
335363673,-820264373,30,15970652,1170,80.13,157.19,158.74,-0.01,-0.97,-23.54,33.5363673,-82.0264373,11
335363575,-820264333,30,16126620,1168,78.98,157.14,158.91,-0.01,-2.36,-23.54,33.5363575,-82.0264333,11
335363475,-820264292,30,15962158,1176,77.81,157.08,161.18,-0.02,1.56,-23.54,33.5363475,-82.0264292,11
335363387,-820264258,29,16210442,970,76.78,157.01,159.07,-0.01,-3.03,-24.5,33.5363387,-82.0264258,11
335363304,-820264228,29,16238630,975,75.83,156.93,157.67,0,-4.72,-24.5,33.5363304,-82.0264228,11
335363213,-820264192,29,16059114,1113,74.76,156.86,158.97,-0.01,-1.62,-24.5,33.5363213,-82.0264192,11
335363114,-820264152,28,16149774,1187,73.61,156.79,159.97,-0.02,-1.53,-24.5,33.5363114,-82.0264152,11
335363011,-820264113,29,16279566,1203,72.41,156.69,159.81,-0.02,-2.99,-24.5,33.5363011,-82.0264113,11
335362905,-820264074,29,16284574,1232,71.18,156.59,159.62,-0.02,-3.23,-24.5,33.5362905,-82.0264074,11
335362799,-820264034,30,16248922,1230,69.96,156.48,159.71,-0.02,-2.78,-24.5,33.5362799,-82.0264034,11
335362694,-820263993,30,16194520,1230,68.73,156.38,160.32,-0.02,-1.63,-24.5,33.5362694,-82.0263993,11
335362596,-820263955,30,16180278,1108,67.59,156.29,158.95,-0.01,-2.85,-24.5,33.5362596,-82.0263955,11
335362499,-820263919,30,16300226,1134,66.47,156.18,160.52,-0.02,-2.48,-24.5,33.5362499,-82.0263919,11
335362409,-820263888,29,16466874,1001,65.44,156.05,160.35,-0.02,-4.32,-27.19,33.5362409,-82.0263888,11
335362329,-820263864,30,16544128,868,64.54,155.91,158.84,-0.02,-6.61,-27.19,33.5362329,-82.0263864,11
335362243,-820263837,29,16565206,1040,63.56,155.77,156.57,0,-9.09,-27.19,33.5362243,-82.0263837,11
335362150,-820263803,30,16161118,1091,62.49,155.64,153.53,0.01,-8.09,-27.19,33.536215,-82.0263803,11
335362057,-820263762,29,15872988,1101,61.39,155.57,152.6,0.02,-6.13,-27.19,33.5362057,-82.0263762,11
335361966,-820263716,29,15672156,1095,60.29,155.54,151.91,0.02,-4.82,-27.19,33.5361966,-82.0263716,11
335361880,-820263673,30,15683224,998,59.26,155.5,152.13,0.02,-4.71,-27.19,33.536188,-82.0263673,11
335361796,-820263629,30,15590766,1029,58.24,155.49,152.13,0.02,-3.78,-27.19,33.5361796,-82.0263629,11
335361712,-820263584,30,15569778,1024,57.21,155.48,153.86,0.01,-1.84,-27.19,33.5361712,-82.0263584,11
335361625,-820263540,30,15735930,1046,56.16,155.45,155.07,0,-2.29,-27.19,33.5361625,-82.026354,11
335361537,-820263496,30,15752936,1065,55.1,155.41,157.2,-0.01,-0.33,-27.19,33.5361537,-82.0263496,11
335361445,-820263455,30,16013698,1089,54.02,155.33,163.05,-0.04,2.92,-31.91,33.5361445,-82.0263455,11
335361360,-820263423,30,16362830,956,53.03,155.19,155.52,0,-8.1,-31.91,33.536136,-82.0263423,11
335361274,-820263383,30,15655714,1046,52.01,155.12,152.55,0.01,-4,-31.91,33.5361274,-82.0263383,11
335361188,-820263334,30,15402096,1058,50.95,155.13,152.66,0.01,-1.36,-31.91,33.5361188,-82.0263334,11
335361102,-820263283,31,15320524,1057,49.88,155.16,154.5,0,1.3,-31.91,33.5361102,-82.0263283,11
335361016,-820263231,30,15294090,1076,48.81,155.2,156.01,0,3.07,-31.91,33.5361016,-82.0263231,11
335360928,-820263178,31,15345168,1089,47.72,155.25,157.42,-0.01,3.97,-31.91,33.5360928,-82.0263178,11
335360839,-820263129,30,15581486,1095,46.63,155.25,158.75,-0.02,2.94,-31.91,33.5360839,-82.0263129,11
335360746,-820263082,30,15732800,1124,45.51,155.2,160.34,-0.03,3.02,-31.91,33.5360746,-82.0263082,11
335360659,-820263038,30,15706078,1004,44.46,155.15,156.55,-0.01,-0.51,-31.91,33.5360659,-82.0263038,11
335360573,-820262990,31,15461574,1074,43.4,155.15,156.12,-0.01,1.51,-31.91,33.5360573,-82.026299,11
335360485,-820262938,30,15321698,1091,42.31,155.19,156.08,0,2.86,-31.48,33.5360485,-82.0262938,11
335360396,-820262880,31,15144404,1127,41.19,155.29,156.73,-0.01,5.29,-31.48,33.5360396,-82.026288,11
335360300,-820262824,31,15424794,1155,40,155.33,157.91,-0.01,3.66,-31.48,33.53603,-82.0262824,11
335360201,-820262768,31,15469578,1192,38.78,155.35,160.02,-0.03,5.32,-31.48,33.5360201,-82.0262768,11
335360106,-820262718,30,15586184,1089,37.63,155.32,157.33,-0.01,1.47,-31.48,33.5360106,-82.0262718,11
335360009,-820262666,30,15572148,1181,36.45,155.3,157.08,-0.01,1.36,-31.48,33.5360009,-82.0262666,11
335359910,-820262611,31,15479058,1199,35.23,155.3,157.01,-0.01,2.22,-31.48,33.535991,-82.0262611,11
335359809,-820262559,30,15620686,1219,34.01,155.25,157.45,-0.01,1.24,-31.48,33.5359809,-82.0262559,11
335359711,-820262508,31,15446892,1188,32.82,155.2,157.93,-0.02,3.46,-31.48,33.5359711,-82.0262508,11
335359614,-820262457,31,15441858,1164,31.65,155.16,159.25,-0.02,4.83,-31.48,33.5359614,-82.0262457,11
335359527,-820262413,31,15542714,1010,30.6,155.09,152.86,0.01,-2.57,-28.31,33.5359527,-82.0262413,11
335359445,-820262370,31,15416352,994,29.6,155.05,151.19,0.02,-2.98,-28.31,33.5359445,-82.026237,11
335359362,-820262327,31,15516640,1006,28.6,154.99,152.07,0.02,-3.1,-28.31,33.5359362,-82.0262327,11
335359275,-820262277,31,15205086,1127,27.52,155.01,153.01,0.01,0.96,-28.31,33.5359275,-82.0262277,11
335359182,-820262222,31,15315708,1156,26.37,155.07,154.25,0,1.09,-28.31,33.5359182,-82.0262222,11
335359086,-820262168,30,15559934,1186,25.19,155.08,154.42,0,-1.18,-28.31,33.5359086,-82.0262168,11
335358988,-820262115,30,15508552,1189,24,155.05,154.99,0,-0.1,-28.31,33.5358988,-82.0262115,11
335358892,-820262062,30,15511522,1183,22.82,155.03,155.76,0,0.64,-28.31,33.5358892,-82.0262062,11
335358794,-820262010,29,15708132,1193,21.63,154.97,155.51,0,-1.57,-28.31,33.5358794,-82.026201,11
335358694,-820261959,30,15688208,1191,20.42,154.85,155.26,0,-1.62,-28.31,33.5358694,-82.0261959,11
335358594,-820261906,30,15555440,1208,19.21,154.77,156.29,-0.01,0.73,-28.31,33.5358594,-82.0261906,11
335358492,-820261854,30,15667558,1228,17.97,154.62,158.21,-0.02,1.53,-29.19,33.5358492,-82.0261854,11
335358389,-820261802,30,15715368,1231,16.73,154.43,158.44,-0.02,1.29,-29.19,33.5358389,-82.0261802,11
335358292,-820261756,30,15779622,1106,15.58,154.13,155.14,-0.01,-2.66,-29.19,33.5358292,-82.0261756,11
335358196,-820261705,30,15477628,1180,14.41,153.97,153.92,0,-0.86,-29.19,33.5358196,-82.0261705,11
335358095,-820261650,30,15475558,1245,13.18,153.82,152.81,0.01,-1.95,-29.19,33.5358095,-82.026165,11
335357993,-820261591,29,15437322,1244,11.92,153.77,153.29,0,-1.08,-29.19,33.5357993,-82.0261591,11
335357890,-820261531,30,15443004,1266,10.64,153.73,153.73,0,-0.7,-29.19,33.535789,-82.0261531,11
335357787,-820261473,29,15524666,1266,9.38,153.58,153.64,0,-1.61,-29.19,33.5357787,-82.0261473,11
335357683,-820261413,29,15428938,1266,8.09,153.46,154.44,-0.01,0.15,-29.19,33.5357683,-82.0261413,11
335357581,-820261352,30,15387480,1264,6.83,153.46,155.68,-0.01,1.8,-29.19,33.5357581,-82.0261352,11
335357479,-820261294,30,15563276,1234,5.57,153.19,157.62,-0.02,1.98,-29.6,33.5357479,-82.0261294,11
335357387,-820261244,29,15529962,1089,4.45,152.57,155.32,-0.02,0.02,-29.6,33.5357387,-82.0261244,11
335357294,-820261194,29,15553786,1168,3.32,151.45,155.45,-0.02,-0.09,-29.6,33.5357294,-82.0261194,11
335357203,-820261146,29,15531182,1088,2.22,149.05,153.76,-0.03,-1.55,-29.6,33.5357203,-82.0261146,11
335357117,-820261098,29,15401668,1057,1.17,143.67,150.66,-0.04,-3.36,-29.6,33.5357117,-82.0261098,11
335357034,-820261052,29,15375454,1008,126.09,156.2,145.1,0.06,-8.66,-30.2,33.5357034,-82.0261052,12
335356886,-820260963,29,15417214,949,124.25,156.24,156.91,0,2.74,-30.2,33.5356886,-82.0260963,12
335356798,-820260916,29,15640494,1108,123.18,156.24,156.82,0,0.41,-30.2,33.5356798,-82.0260916,12
335356705,-820260865,29,15483000,1135,122.04,156.25,157.14,0,2.31,-30.2,33.5356705,-82.0260865,12
335356609,-820260812,29,15503540,1170,120.86,156.26,158.36,-0.01,3.32,-30.2,33.5356609,-82.0260812,12
335356512,-820260760,29,15579094,1172,119.68,156.26,160.52,-0.02,4.73,-30.2,33.5356512,-82.026076,12
335356422,-820260714,29,15754706,1049,118.59,156.26,158.52,-0.01,0.97,-30.2,33.5356422,-82.0260714,12
335356327,-820260672,29,15882642,1152,117.47,156.22,158.92,-0.01,0.09,-30.2,33.5356327,-82.0260672,12
335356228,-820260628,29,15889868,1192,116.3,156.19,159.74,-0.02,0.84,-30.2,33.5356228,-82.0260628,12
335356127,-820260584,29,15944680,1198,115.1,156.15,160.89,-0.03,1.44,-30.2,33.5356127,-82.0260584,12
335356035,-820260544,30,15919176,1042,114.02,156.11,155.84,0,-3.35,-29.37,33.5356035,-82.0260544,12
335355947,-820260503,29,15652750,1049,112.97,156.09,154.61,0.01,-1.91,-29.37,33.5355947,-82.0260503,12
335355857,-820260453,29,15372272,1151,111.87,156.1,155.47,0,1.75,-29.37,33.5355857,-82.0260453,12
335355762,-820260399,29,15413998,1172,110.7,156.11,156.13,0,1.99,-29.37,33.5355762,-82.0260399,12
335355667,-820260345,29,15397002,1174,109.53,156.13,156.01,0,2.04,-29.37,33.5355667,-82.0260345,12
335355573,-820260291,29,15387260,1138,108.37,156.15,156.3,0,2.43,-29.37,33.5355573,-82.0260291,12
335355481,-820260237,29,15425968,1137,107.23,156.17,157.36,-0.01,3.11,-29.37,33.5355481,-82.0260237,12
335355389,-820260185,30,15539224,1134,106.1,156.18,157.98,-0.01,2.59,-29.37,33.5355389,-82.0260185,12
335355296,-820260134,30,15647366,1138,104.96,156.19,157.69,-0.01,1.22,-29.37,33.5355296,-82.0260134,12
335355202,-820260085,30,15612060,1144,103.82,156.19,157.73,-0.01,1.61,-29.37,33.5355202,-82.0260085,12
335355109,-820260036,29,15581242,1141,102.69,156.19,158.46,-0.01,2.65,-29.37,33.5355109,-82.0260036,12
335355016,-820259985,29,15529134,1135,101.56,156.2,158.31,-0.01,3.02,-28.09,33.5355016,-82.0259985,12
335354921,-820259936,29,15691430,1145,100.41,156.19,159.11,-0.02,2.19,-28.09,33.5354921,-82.0259936,12
335354824,-820259888,29,15748232,1161,99.24,156.17,160.81,-0.03,3.33,-28.09,33.5354824,-82.0259888,12
335354732,-820259845,29,15801658,1068,98.14,156.15,158.04,-0.01,0.02,-28.09,33.5354732,-82.0259845,12
335354638,-820259799,29,15682942,1167,97.01,156.13,158.36,-0.01,1.53,-28.09,33.5354638,-82.0259799,12
335354540,-820259752,29,15761720,1187,95.84,156.1,157.98,-0.01,0.36,-28.09,33.535454,-82.0259752,12
335354442,-820259703,29,15645182,1195,94.66,156.08,158.9,-0.02,2.45,-28.09,33.5354442,-82.0259703,12
335354343,-820259653,29,15614944,1197,93.47,156.07,161.61,-0.03,5.46,-28.09,33.5354343,-82.0259653,12
335354254,-820259606,29,15526490,1047,92.38,156.07,158.39,-0.01,3.12,-28.09,33.5354254,-82.0259606,12
335354164,-820259555,29,15459436,1123,91.28,156.09,159.34,-0.02,4.74,-28.09,33.5354164,-82.0259555,12
335354066,-820259505,29,15746398,1185,90.09,156.07,159.85,-0.02,2.38,-28.09,33.5354066,-82.0259505,12
335353977,-820259463,29,15894868,983,89.03,156.04,155.94,0,-3.01,-25.49,33.5353977,-82.0259463,12
335353893,-820259420,29,15673094,1013,88.02,156.03,156.35,0,-0.38,-25.49,33.5353893,-82.025942,12
335353799,-820259375,29,15868696,1137,86.89,156.01,156.28,0,-2.41,-25.49,33.5353799,-82.0259375,12
335353701,-820259327,29,15747792,1174,85.71,155.98,156.2,0,-1.28,-25.49,33.5353701,-82.0259327,12
335353602,-820259278,29,15638926,1183,84.52,155.96,156.87,-0.01,0.48,-25.49,33.5353602,-82.0259278,12
335353504,-820259226,29,15527022,1197,83.33,155.96,157.6,-0.01,2.33,-25.49,33.5353504,-82.0259226,12
335353405,-820259172,29,15546866,1216,82.12,155.96,158.64,-0.01,3.17,-25.49,33.5353405,-82.0259172,12
335353306,-820259119,29,15532002,1196,80.92,155.96,160.77,-0.03,5.45,-25.49,33.5353306,-82.0259119,12
335353224,-820259075,29,15568792,924,79.92,155.96,158.39,-0.01,2.7,-25.49,33.5353224,-82.0259075,12
335353139,-820259030,29,15594936,1071,78.88,155.96,160.52,-0.03,4.57,-25.49,33.5353139,-82.025903,12
335353056,-820258986,30,15779052,982,77.87,155.96,156.21,0,-1.58,-24.33,33.5353056,-82.0258986,12
335352974,-820258944,29,15683512,982,76.88,155.95,155.32,0,-1.52,-24.33,33.5352974,-82.0258944,12
335352883,-820258898,30,15769418,1114,75.78,155.93,155.4,0,-2.3,-24.33,33.5352883,-82.0258898,12
335352784,-820258850,29,15790016,1183,74.6,155.9,155.53,0,-2.37,-24.33,33.5352784,-82.025885,12
335352683,-820258799,28,15674790,1206,73.38,155.87,156.1,0,-0.65,-24.33,33.5352683,-82.0258799,12
335352579,-820258748,29,15784606,1245,72.13,155.84,156.76,-0.01,-1.09,-24.33,33.5352579,-82.0258748,12
335352474,-820258698,29,15744494,1244,70.87,155.8,157.16,-0.01,-0.29,-24.33,33.5352474,-82.0258698,12
335352369,-820258646,29,15745848,1249,69.61,155.77,157.24,-0.01,-0.22,-24.33,33.5352369,-82.0258646,12
335352266,-820258596,29,15753548,1242,68.38,155.73,157.94,-0.01,0.4,-24.33,33.5352266,-82.0258596,12
335352164,-820258546,30,15767284,1214,67.15,155.69,158.08,-0.01,0.4,-24.33,33.5352164,-82.0258546,12
335352062,-820258497,29,15746858,1229,65.93,155.64,157.32,-0.01,-0.15,-24.33,33.5352062,-82.0258497,12
335351961,-820258443,28,15458524,1233,64.7,155.64,159.3,-0.02,4.71,-25.18,33.5351961,-82.0258443,12
335351866,-820258387,29,15419116,1153,63.52,155.67,157.9,-0.01,3.71,-25.18,33.5351866,-82.0258387,12
335351769,-820258332,29,15479456,1187,62.33,155.69,159.17,-0.02,4.37,-25.18,33.5351769,-82.0258332,12
335351669,-820258281,29,15753290,1205,61.12,155.66,159.77,-0.02,2.24,-25.18,33.5351669,-82.0258281,12
335351572,-820258232,29,15742590,1133,59.95,155.63,157.15,-0.01,-0.28,-25.18,33.5351572,-82.0258232,12
335351474,-820258183,29,15696402,1176,58.77,155.6,156.55,-0.01,-0.42,-25.18,33.5351474,-82.0258183,12
335351375,-820258132,29,15667452,1182,57.57,155.57,156.34,0,-0.34,-25.18,33.5351375,-82.0258132,12
335351276,-820258080,29,15631164,1208,56.37,155.56,157.21,-0.01,0.9,-25.18,33.5351276,-82.025808,12
335351175,-820258029,29,15747566,1224,55.15,155.52,157.52,-0.01,0.04,-25.18,33.5351175,-82.0258029,12
335351075,-820257980,29,15753178,1211,53.95,155.47,156.73,-0.01,-0.8,-25.18,33.5351075,-82.025798,12
335350976,-820257927,29,15561660,1214,52.75,155.46,156.18,0,0.56,-25.18,33.5350976,-82.0257927,12
335350878,-820257875,29,15545414,1198,51.56,155.44,154.3,0.01,-1.15,-23.84,33.5350878,-82.0257875,12
335350774,-820257819,29,15567788,1221,50.29,155.43,153.42,0.01,-2.26,-23.84,33.5350774,-82.0257819,12
335350673,-820257759,29,15298372,1193,49.04,155.48,153.05,0.01,0.07,-23.84,33.5350673,-82.0257759,12
335350573,-820257700,29,15365926,1185,47.8,155.52,154.16,0.01,0.5,-23.84,33.5350573,-82.02577,12
335350474,-820257642,29,15447614,1171,46.57,155.56,155.47,0,1,-23.84,33.5350474,-82.0257642,12
335350372,-820257587,29,15671546,1185,45.33,155.56,156.8,-0.01,0.09,-23.84,33.5350372,-82.0257587,12
335350269,-820257534,30,15708524,1179,44.08,155.52,158.51,-0.02,1.43,-23.84,33.5350269,-82.0257534,12
335350169,-820257482,30,15654072,1159,42.87,155.49,160.19,-0.03,3.65,-23.84,33.5350169,-82.0257482,12
335350075,-820257432,30,15548494,1030,41.73,155.48,157.54,-0.01,2.06,-23.84,33.5350075,-82.0257432,12
335349979,-820257380,29,15550208,1114,40.55,155.47,158.02,-0.01,2.52,-23.84,33.5349979,-82.025738,12
335349881,-820257325,29,15505898,1160,39.35,155.49,158.18,-0.01,3.12,-23.05,33.5349881,-82.0257325,12
335349779,-820257271,29,15665320,1180,38.11,155.46,159.14,-0.02,2.49,-23.05,33.5349779,-82.0257271,12
335349681,-820257220,29,15669218,1119,36.92,155.43,158.46,-0.02,1.77,-23.05,33.5349681,-82.025722,12
335349581,-820257169,29,15687566,1181,35.71,155.38,159.23,-0.02,2.36,-23.05,33.5349581,-82.0257169,12
335349483,-820257115,29,15581582,1132,34.52,155.38,156.92,-0.01,1.11,-23.05,33.5349483,-82.0257115,12
335349383,-820257060,29,15493134,1181,33.29,155.38,157.22,-0.01,2.29,-23.05,33.5349383,-82.025706,12
335349281,-820257003,29,15545950,1202,32.04,155.39,158.54,-0.02,3.08,-23.05,33.5349281,-82.0257003,12
335349178,-820256948,29,15709362,1205,30.79,155.37,159.67,-0.02,2.58,-23.05,33.5349178,-82.0256948,12
335349080,-820256898,29,15719356,1103,29.6,155.3,157.18,-0.01,-0.01,-23.05,33.534908,-82.0256898,12
335348981,-820256847,29,15698938,1168,28.4,155.24,157.25,-0.01,0.26,-23.05,33.5348981,-82.0256847,12
335348880,-820256798,29,15797506,1185,27.19,155.12,157.71,-0.01,-0.26,-23.05,33.534888,-82.0256798,12
335348777,-820256749,29,15747504,1222,25.96,154.97,156.65,-0.01,-0.82,-21.34,33.5348777,-82.0256749,12
335348673,-820256700,29,15849190,1225,24.72,154.79,157.44,-0.01,-1.05,-21.34,33.5348673,-82.02567,12
335348568,-820256653,29,15932120,1233,23.48,154.53,158.79,-0.02,-0.53,-21.34,33.5348568,-82.0256653,12
335348469,-820256609,29,15919966,1140,22.31,154.26,156.33,-0.01,-2.87,-21.34,33.5348469,-82.0256609,12
335348367,-820256562,29,15867020,1227,21.1,153.99,156.48,-0.01,-2.19,-21.34,33.5348367,-82.0256562,12
335348261,-820256512,29,15836420,1247,19.84,153.7,157.34,-0.02,-1.02,-21.34,33.5348261,-82.0256512,12
335348161,-820256464,29,15794538,1140,18.64,153.41,156.67,-0.02,-1.27,-21.34,33.5348161,-82.0256464,12
335348059,-820256416,29,15946528,1214,17.43,153.05,157.12,-0.02,-2.34,-21.34,33.5348059,-82.0256416,12
335347958,-820256367,30,15742388,1167,16.22,152.69,154.9,-0.01,-2.52,-21.34,33.5347958,-82.0256367,12
335347856,-820256314,30,15773460,1223,14.99,152.36,156.07,-0.02,-1.66,-21.34,33.5347856,-82.0256314,12
335347759,-820256264,28,15653012,1091,13.82,151.99,156.05,-0.02,-0.48,-22.97,33.5347759,-82.0256264,12
335347670,-820256219,28,15870654,1017,12.75,151.56,155.2,-0.02,-3.51,-22.97,33.534767,-82.0256219,12
335347578,-820256174,30,15799094,1092,11.65,150.97,154.22,-0.02,-3.77,-22.97,33.5347578,-82.0256174,12
335347478,-820256126,30,15760344,1184,10.47,150.14,154.24,-0.02,-3.36,-22.97,33.5347478,-82.0256126,12
335347381,-820256074,28,15490320,1120,9.29,149.41,151.92,-0.01,-2.98,-22.97,33.5347381,-82.0256074,12
335347282,-820256019,29,15475874,1201,8.08,148.55,152.18,-0.02,-2.58,-22.97,33.5347282,-82.0256019,12
335347187,-820255965,30,15521596,1114,6.92,147.52,151.15,-0.02,-4.07,-22.97,33.5347187,-82.0255965,12
335347094,-820255913,29,15490504,1111,5.79,146.04,150.33,-0.02,-4.57,-22.97,33.5347094,-82.0255913,12
335347003,-820255858,29,15267116,1081,4.67,144.3,148.28,-0.02,-4.39,-22.97,33.5347003,-82.0255858,12
335346916,-820255802,29,15137034,1074,3.58,142.01,146.52,-0.03,-4.85,-22.97,33.5346916,-82.0255802,12
335346741,-820255687,28,15130732,964,1.44,127.62,145.96,-0.1,-5.35,-26.43,33.5346741,-82.0255687,12
335346602,-820255593,29,14440644,832,136.25,147.28,129.77,0.1,-14.64,-31.78,33.5346602,-82.0255593,13
335346492,-820255491,29,14285002,787,134.71,147.34,145.38,0.01,2.53,-31.78,33.5346492,-82.0255491,13
335346423,-820255437,29,14569834,965,133.79,147.34,149.33,-0.01,3.63,-31.78,33.5346423,-82.0255437,13
