Latitude,Longitude,SIV,heading,speed,distanceBetween,targetHeading,currentHeading,headingError,gpsError,averageGPSError,lat,long,index
335412209,-820307444,32,13099726,1290,91.59,134.49,136.92,-0.01,5.92,-20.3,33.5412209,-82.0307444,3
335412128,-820307340,32,13393084,1332,90.27,134.51,141.75,-0.04,7.82,-20.3,33.5412128,-82.030734,3
335411966,-820307147,31,13341146,1278,87.74,134.49,137.79,-0.02,4.38,-20.3,33.5411966,-82.0307147,3
335411883,-820307043,31,13380652,1352,86.4,134.5,142.53,-0.04,8.72,-20.3,33.5411883,-82.0307043,3
335411723,-820306856,31,13409676,1256,83.92,134.47,138.12,-0.02,4.02,-20.3,33.5411723,-82.0306856,3
335411644,-820306759,32,13393490,1257,82.66,134.47,136.77,-0.01,2.83,-20.3,33.5411644,-82.0306759,3
335411559,-820306658,32,13558830,1364,81.33,134.46,138.84,-0.02,3.25,-20.3,33.5411559,-82.0306658,3
335411477,-820306564,31,13657948,1220,80.07,134.43,132.94,0.01,-3.64,-16.25,33.5411477,-82.0306564,3
335411387,-820306469,32,13917618,1379,78.74,134.35,137.6,-0.02,-1.58,-16.25,33.5411387,-82.0306469,3
335411282,-820306367,32,14162594,1558,77.25,134.23,142.9,-0.05,1.27,-16.25,33.5411282,-82.0306367,3
335411091,-820306183,32,13964008,1330,74.54,133.97,136.48,-0.01,-3.16,-16.25,33.5411091,-82.0306183,3
335410995,-820306087,32,14058232,1414,73.16,133.85,139.62,-0.03,-0.96,-16.25,33.5410995,-82.0306087,3
335410903,-820305992,32,13826434,1320,71.82,133.75,136.09,-0.01,-2.18,-16.25,33.5410903,-82.0305992,3
335410814,-820305890,32,13534840,1390,70.45,133.7,136.51,-0.02,1.16,-16.25,33.5410814,-82.030589,3
335410725,-820305787,32,13614246,1369,69.08,133.65,137.97,-0.02,1.83,-16.25,33.5410725,-82.0305787,3
335410641,-820305688,32,13496790,1281,67.77,133.62,136.38,-0.02,1.41,-16.25,33.5410641,-82.0305688,3
335410555,-820305588,32,13593714,1357,66.44,133.57,138.2,-0.03,2.26,-16.25,33.5410555,-82.0305588,3
335410474,-820305492,32,13461492,1223,65.17,133.54,135.13,-0.01,0.51,-16.61,33.5410474,-82.0305492,3
335410397,-820305393,32,13345000,1225,63.91,133.55,134.78,-0.01,1.33,-16.61,33.5410397,-82.0305393,3
335410319,-820305292,32,13357808,1320,62.64,133.56,135.28,-0.01,1.7,-16.61,33.5410319,-82.0305292,3
335410234,-820305187,32,13485564,1350,61.28,133.55,136.35,-0.02,1.49,-16.61,33.5410234,-82.0305187,3
335410148,-820305084,31,13442536,1357,59.93,133.52,137.76,-0.02,3.33,-16.61,33.5410148,-82.0305084,3
335410068,-820304982,31,13357812,1269,58.63,133.52,136.04,-0.01,2.46,-16.61,33.5410068,-82.0304982,3
335409986,-820304879,32,13381688,1330,57.31,133.52,137.29,-0.02,3.47,-16.61,33.5409986,-82.0304879,3
335409909,-820304779,32,13281468,1240,56.05,133.53,136.84,-0.02,4.02,-16.61,33.5409909,-82.0304779,3
335409826,-820304678,32,13488456,1322,54.73,133.51,138.31,-0.03,3.42,-16.61,33.5409826,-82.0304678,3
335409745,-820304579,32,13365516,1236,53.45,133.49,135.41,-0.01,1.75,-16.61,33.5409745,-82.0304579,3
335409662,-820304479,32,13502508,1339,52.14,133.45,136.09,-0.01,1.06,-16.61,33.5409662,-82.0304479,3
335409575,-820304374,32,13479760,1358,50.77,133.41,134.69,-0.01,-0.11,-14.38,33.5409575,-82.0304374,3
335409487,-820304269,32,13426402,1362,49.39,133.37,135.6,-0.01,1.33,-14.38,33.5409487,-82.0304269,3
335409400,-820304164,32,13418516,1361,48.02,133.32,137,-0.02,2.81,-14.38,33.54094,-82.0304164,3
335409319,-820304064,32,13391974,1257,46.72,133.3,136.36,-0.02,2.44,-14.38,33.5409319,-82.0304064,3
335409234,-820303965,32,13599644,1346,45.41,133.23,137.75,-0.03,1.75,-14.38,33.5409234,-82.0303965,3
335409154,-820303870,32,13441648,1209,44.16,133.17,135.27,-0.01,0.85,-14.38,33.5409154,-82.030387,3
335409074,-820303770,32,13374976,1323,42.87,133.15,136.24,-0.02,2.49,-14.38,33.5409074,-82.030377,3
335408987,-820303666,31,13566108,1364,41.51,133.08,137.04,-0.02,1.37,-14.38,33.5408987,-82.0303666,3
335408903,-820303564,32,13462030,1312,40.18,133.03,134.9,-0.01,0.28,-14.38,33.5408903,-82.0303564,3
335408818,-820303463,32,13517862,1342,38.85,132.95,135.57,-0.01,0.39,-14.38,33.5408818,-82.0303463,3
335408729,-820303361,31,13622390,1382,37.48,132.83,136.46,-0.02,0.23,-13.02,33.5408729,-82.0303361,3
335408642,-820303266,31,13831716,1280,36.18,132.66,135.18,-0.01,-3.14,-13.02,33.5408642,-82.0303266,3
335408552,-820303171,31,13887772,1353,34.85,132.43,134.6,-0.01,-4.28,-13.02,33.5408552,-82.0303171,3
335408458,-820303077,31,13979672,1366,33.5,132.11,135.12,-0.02,-4.68,-13.02,33.5408458,-82.0303077,3
335408363,-820302982,32,14018114,1382,32.14,131.77,135.87,-0.02,-4.31,-13.02,33.5408363,-82.0302982,3
335408272,-820302889,32,13911158,1309,30.83,131.43,133.08,-0.01,-6.03,-13.02,33.5408272,-82.0302889,3
335408180,-820302793,32,13901954,1373,29.48,131.09,132.84,-0.01,-6.18,-13.02,33.540818,-82.0302793,3
335408086,-820302697,31,13938574,1379,28.13,130.67,133.44,-0.02,-5.95,-13.02,33.5408086,-82.0302697,3
335407991,-820302602,31,14021904,1365,26.77,130.19,133.42,-0.02,-6.8,-13.02,33.5407991,-82.0302602,3
335407899,-820302505,32,13762414,1362,25.42,129.73,133.47,-0.02,-4.16,-13.02,33.5407899,-82.0302505,3
335407813,-820302413,32,13772588,1212,24.16,129.28,136.48,-0.04,-1.25,-17.55,33.5407813,-82.0302413,3
335407736,-820302334,30,13854146,1058,23.05,128.78,131.35,-0.01,-7.19,-17.55,33.5407736,-82.0302334,3
335407659,-820302244,31,13280378,1214,21.86,128.4,128.86,0,-3.95,-17.55,33.5407659,-82.0302244,3
335407581,-820302145,31,13128054,1272,20.6,128.1,129.48,-0.01,-1.8,-17.55,33.5407581,-82.0302145,3
335407502,-820302042,31,13188374,1295,19.31,127.8,130.73,-0.02,-1.16,-17.55,33.5407502,-82.0302042,3
335407421,-820301942,31,13273262,1286,18.03,127.34,131.66,-0.02,-1.07,-17.55,33.5407421,-82.0301942,3
335407344,-820301843,31,13256952,1218,16.78,126.91,128.5,-0.01,-4.07,-17.55,33.5407344,-82.0301843,3
335407268,-820301742,31,13178698,1263,15.52,126.5,128.38,-0.01,-3.41,-17.55,33.5407268,-82.0301742,3
335407190,-820301642,31,13190946,1244,14.26,125.91,128.85,-0.02,-3.06,-17.55,33.540719,-82.0301642,3
335407113,-820301544,31,13219580,1229,13.02,125.2,129.37,-0.02,-2.83,-17.55,33.5407113,-82.0301544,3
335407045,-820301452,31,13098018,1078,11.89,124.59,129.28,-0.03,-1.7,-20.53,33.5407045,-82.0301452,3
335406987,-820301371,32,13009486,942,10.91,124.04,126.27,-0.01,-3.83,-20.53,33.5406987,-82.0301371,3
335406925,-820301279,32,12815836,1126,9.82,123.49,125.26,-0.01,-2.9,-20.53,33.5406925,-82.0301279,3
335406860,-820301178,32,12729492,1194,8.64,122.92,125.13,-0.01,-2.17,-20.53,33.540686,-82.0301178,3
335406792,-820301071,32,12770296,1242,7.39,122.18,125.77,-0.02,-1.94,-20.53,33.5406792,-82.0301071,3
335406721,-820300963,31,12870412,1280,6.13,120.91,126.43,-0.03,-2.28,-20.53,33.5406721,-82.0300963,3
335406655,-820300861,32,12774344,1142,4.94,119.24,122.58,-0.02,-5.17,-20.53,33.5406655,-82.0300861,3
335406589,-820300756,31,12668308,1225,3.74,116.71,122.95,-0.03,-3.74,-20.53,33.5406589,-82.0300756,3
335406525,-820300658,32,12884704,1123,2.61,111.72,118.01,-0.03,-10.84,-20.53,33.5406525,-82.0300658,3
335406464,-820300563,32,12659624,1095,1.57,100.58,113.48,-0.07,-13.12,-20.53,33.5406464,-82.0300563,3
335406346,-820300381,30,12631626,994,106.13,134.05,102.63,0.17,-23.69,-25.29,33.5406346,-82.0300381,4
335406178,-820300147,32,13726428,1035,103.28,134.14,136.19,-0.01,-1.07,-25.29,33.5406178,-82.0300147,4
335406101,-820300060,31,13572636,1262,102.1,134.11,138.72,-0.03,2.99,-25.29,33.5406101,-82.030006,4
335406025,-820299970,32,13524082,1165,100.91,134.09,136.3,-0.01,1.06,-25.29,33.5406025,-82.029997,4
335405945,-820299876,31,13504882,1292,99.67,134.07,136.93,-0.02,1.88,-25.29,33.5405945,-82.0299876,4
335405862,-820299775,31,13337734,1333,98.35,134.07,137.87,-0.02,4.49,-25.29,33.5405862,-82.0299775,4
335405783,-820299681,31,13502728,1195,97.12,134.05,136.8,-0.02,1.77,-25.29,33.5405783,-82.0299681,4
335405702,-820299584,31,13364920,1327,95.84,134.04,137.58,-0.02,3.93,-25.29,33.5405702,-82.0299584,4
335405615,-820299481,30,13515566,1381,94.48,134.02,139.56,-0.03,4.4,-26.3,33.5405615,-82.0299481,4
335405534,-820299386,31,13394956,1203,93.23,134,135.46,-0.01,1.51,-26.3,33.5405534,-82.0299386,4
335405453,-820299287,32,13353360,1323,91.94,133.99,135.4,-0.01,1.86,-26.3,33.5405453,-82.0299287,4
335405366,-820299182,31,13415448,1369,90.57,133.98,135.32,-0.01,1.16,-26.3,33.5405366,-82.0299182,4
335405279,-820299075,32,13323490,1391,89.18,133.97,135.13,-0.01,1.89,-26.3,33.5405279,-82.0299075,4
335405192,-820298967,32,13333278,1390,87.79,133.97,136.08,-0.01,2.75,-26.3,33.5405192,-82.0298967,4
335405106,-820298859,31,13295120,1372,86.4,133.98,136.99,-0.02,4.04,-26.3,33.5405106,-82.0298859,4
335405019,-820298754,31,13458490,1374,85.03,133.96,137.03,-0.02,2.44,-26.3,33.5405019,-82.0298754,4
335404931,-820298651,31,13466800,1348,83.66,133.93,136.68,-0.02,2.01,-26.3,33.5404931,-82.0298651,4
335404845,-820298548,31,13397860,1350,82.31,133.92,136.06,-0.01,2.08,-26.3,33.5404845,-82.0298548,4
335404760,-820298444,31,13349430,1343,80.96,133.91,135.91,-0.01,2.41,-26.3,33.540476,-82.0298444,4
335404677,-820298337,31,13268540,1358,79.61,133.92,133.66,0,0.98,-23.88,33.5404677,-82.0298337,4
335404595,-820298230,31,13253938,1349,78.26,133.95,132.32,0.01,-0.22,-23.88,33.5404595,-82.029823,4
335404515,-820298123,32,13131898,1328,76.93,133.98,131.44,0.01,0.12,-23.88,33.5404515,-82.0298123,4
335404437,-820298012,32,12948132,1356,75.59,134.05,131.77,0.01,2.29,-23.88,33.5404437,-82.0298012,4
335404358,-820297898,32,12981150,1379,74.22,134.13,131.76,0.01,1.95,-23.88,33.5404358,-82.0297898,4
335404278,-820297786,32,13062902,1367,72.85,134.2,131.15,0.02,0.52,-23.88,33.5404278,-82.0297786,4
335404200,-820297674,31,12961926,1338,71.5,134.28,130.35,0.02,0.73,-23.88,33.54042,-82.0297674,4
335404126,-820297568,32,12938000,1265,70.22,134.36,131.48,0.02,2.1,-23.88,33.5404126,-82.0297568,4
335404051,-820297459,32,12961350,1323,68.92,134.45,131.93,0.01,2.32,-23.88,33.5404051,-82.0297459,4
335403974,-820297351,32,13020130,1317,67.6,134.52,132.65,0.01,2.45,-23.88,33.5403974,-82.0297351,4
335403897,-820297242,32,13082020,1329,66.28,134.61,131.74,0.02,0.92,-22.56,33.5403897,-82.0297242,4
335403818,-820297135,32,13143492,1327,64.96,134.67,131.84,0.02,0.4,-22.56,33.5403818,-82.0297135,4
335403740,-820297028,31,13041764,1313,63.64,134.74,132.06,0.01,1.64,-22.56,33.540374,-82.0297028,4
335403664,-820296921,32,13023686,1299,62.34,134.83,133.12,0.01,2.88,-22.56,33.5403664,-82.0296921,4
335403587,-820296815,32,13132832,1303,61.04,134.91,133.5,0.01,2.17,-22.56,33.5403587,-82.0296815,4
335403508,-820296710,31,13200834,1312,59.73,134.98,133.25,0.01,1.24,-22.56,33.5403508,-82.029671,4
335403428,-820296606,32,13291020,1316,58.42,135.03,133.1,0.01,0.19,-22.56,33.5403428,-82.0296606,4
335403348,-820296508,32,13402390,1300,57.15,135.04,132.86,0.01,-1.17,-22.56,33.5403348,-82.0296508,4
335403267,-820296405,31,13123550,1342,55.84,135.08,132.89,0.01,1.65,-22.56,33.5403267,-82.0296405,4
335403188,-820296301,32,13216898,1286,54.54,135.15,133.93,0.01,1.76,-22.56,33.5403188,-82.0296301,4
335403108,-820296199,31,13373478,1283,53.24,135.19,134.32,0,0.58,-22.56,33.5403108,-82.0296199,4
335403028,-820296100,30,13339594,1272,51.96,135.22,133.7,0.01,0.31,-21.44,33.5403028,-82.02961,4
335402947,-820296000,31,13284632,1264,50.67,135.25,132.99,0.01,0.15,-21.44,33.5402947,-82.0296,4
335402868,-820295898,31,13217476,1280,49.38,135.31,131.22,0.02,-0.95,-21.44,33.5402868,-82.0295898,4
335402793,-820295798,31,13320714,1199,48.13,135.39,132.67,0.02,-0.53,-21.44,33.5402793,-82.0295798,4
335402718,-820295698,31,13109428,1277,46.89,135.48,131.9,0.02,0.81,-21.44,33.5402718,-82.0295698,4
335402641,-820295591,31,13092440,1314,45.58,135.62,132.11,0.02,1.19,-21.44,33.5402641,-82.0295591,4
335402562,-820295483,31,13112518,1337,44.25,135.75,133,0.02,1.88,-21.44,33.5402562,-82.0295483,4
335402482,-820295375,31,13168332,1340,42.92,135.88,132.53,0.02,0.85,-21.44,33.5402482,-82.0295375,4
335402401,-820295267,31,13204930,1329,41.58,136,130.86,0.03,-1.19,-21.44,33.5402401,-82.0295267,4
335402326,-820295168,31,13309738,1196,40.34,136.12,134.21,0.01,1.12,-21.44,33.5402326,-82.0295168,4
335402250,-820295066,31,13164622,1294,39.07,136.26,133.92,0.01,2.27,-21.08,33.540225,-82.0295066,4
335402171,-820294960,31,13252868,1316,37.76,136.41,133.4,0.02,0.87,-21.08,33.5402171,-82.029496,4
335402091,-820294853,32,13238362,1326,36.43,136.58,132.94,0.02,0.56,-21.08,33.5402091,-82.0294853,4
335402013,-820294752,32,13388468,1245,35.16,136.72,133.27,0.02,-0.61,-21.08,33.5402013,-82.0294752,4
335401934,-820294650,32,13294688,1291,33.87,136.86,132.53,0.02,-0.42,-21.08,33.5401934,-82.029465,4
335401856,-820294556,31,13543656,1183,32.64,136.94,134.48,0.01,-0.96,-21.08,33.5401856,-82.0294556,4
335401775,-820294460,31,13516222,1275,31.37,137,134.11,0.02,-1.05,-21.08,33.5401775,-82.029446,4
335401692,-820294361,31,13529328,1289,30.07,137.08,134,0.02,-1.29,-21.08,33.5401692,-82.0294361,4
335401609,-820294260,31,13427910,1294,28.76,137.19,133.38,0.02,-0.9,-21.08,33.5401609,-82.029426,4
335401530,-820294162,31,13486002,1241,27.5,137.34,134.15,0.02,-0.71,-21.08,33.540153,-82.0294162,4
335401448,-820294063,31,13466306,1295,26.2,137.46,134.11,0.02,-0.55,-21.08,33.5401448,-82.0294063,4
335401364,-820293964,31,13562204,1306,24.9,137.57,134.15,0.02,-1.47,-21.33,33.5401364,-82.0293964,4
335401280,-820293864,32,13511442,1318,23.58,137.7,134.77,0.02,-0.34,-21.33,33.540128,-82.0293864,4
335401196,-820293763,31,13501420,1306,22.26,137.86,135.25,0.01,0.24,-21.33,33.5401196,-82.0293763,4
335401111,-820293662,32,13540626,1332,20.93,138.02,134.79,0.02,-0.61,-21.33,33.5401111,-82.0293662,4
335401025,-820293562,32,13554956,1330,19.6,138.17,135.04,0.02,-0.51,-21.33,33.5401025,-82.0293562,4
335400939,-820293460,32,13535136,1349,18.26,138.38,135.31,0.02,-0.04,-21.33,33.5400939,-82.029346,4
335400851,-820293354,32,13488226,1379,16.87,138.67,135.17,0.02,0.29,-21.33,33.5400851,-82.0293354,4
335400763,-820293247,32,13504710,1393,15.48,139.03,135.19,0.02,0.15,-21.33,33.5400763,-82.0293247,4
335400679,-820293142,32,13352890,1321,14.14,139.53,136.61,0.02,3.09,-21.33,33.5400679,-82.0293142,4
335400592,-820293036,32,13515404,1386,12.77,140.06,137.53,0.01,2.38,-21.33,33.5400592,-82.0293036,4
335400504,-820292930,32,13504140,1402,11.39,140.69,138.15,0.01,3.1,-21.02,33.5400504,-82.029293,4
335400413,-820292826,32,13664532,1370,9.99,141.29,138.88,0.01,2.23,-21.02,33.5400413,-82.0292826,4
335400323,-820292724,32,13607254,1373,8.62,142.04,139.75,0.01,3.67,-21.02,33.5400323,-82.0292724,4
335400232,-820292622,32,13690312,1385,7.24,143.01,140.4,0.01,3.49,-21.02,33.5400232,-82.0292622,4
335400139,-820292520,32,13722278,1391,5.85,144.31,141.91,0.01,4.68,-21.02,33.5400139,-82.029252,4
335400046,-820292420,31,13783520,1385,4.47,146.23,143.92,0.01,6.08,-21.02,33.5400046,-82.029242,4
335399952,-820292321,31,13896990,1375,3.1,149.59,145.72,0.02,6.75,-21.02,33.5399952,-82.0292321,4
335399859,-820292233,32,14193988,1284,1.8,155.33,147.41,0.04,5.47,-21.02,33.5399859,-82.0292233,4
335399773,-820292151,32,14206172,1196,68.07,145.16,150.35,-0.03,8.29,-16.58,33.5399773,-82.0292151,5
335399606,-820292011,32,14410974,1218,65.8,145.17,145.84,0,1.73,-16.58,33.5399606,-82.0292011,5
335399514,-820291928,32,14336384,1313,64.52,145.21,147.65,-0.01,4.29,-16.58,33.5399514,-82.0291928,5
335399418,-820291846,32,14474816,1329,63.21,145.22,149.97,-0.03,5.22,-16.58,33.5399418,-82.0291846,5
335399328,-820291768,32,14444706,1193,61.98,145.24,147.15,-0.01,2.7,-16.58,33.5399328,-82.0291768,5
335399236,-820291689,32,14402284,1289,60.72,145.26,148.96,-0.02,4.94,-16.58,33.5399236,-82.0291689,5
335399146,-820291611,32,14430982,1208,59.48,145.29,147.16,-0.01,2.85,-16.58,33.5399146,-82.0291611,5
335399053,-820291536,31,14608086,1257,58.24,145.27,149.03,-0.02,2.95,-16.58,33.5399053,-82.0291536,5
335398967,-820291466,31,14591762,1084,57.08,145.26,148.21,-0.02,2.29,-16.58,33.5398967,-82.0291466,5
335398879,-820291397,31,14678526,1190,55.91,145.22,152.98,-0.04,6.2,-16.58,33.5398879,-82.0291397,5
335398791,-820291338,31,15137548,1074,54.8,145.11,143.28,0.01,-8.09,-12.43,33.5398791,-82.0291338,5
335398708,-820291275,31,14552786,1084,53.71,145.06,140.43,0.03,-5.09,-12.43,33.5398708,-82.0291275,5
335398624,-820291209,31,14654404,1119,52.59,145.02,144.45,0,-2.09,-12.43,33.5398624,-82.0291209,5
335398531,-820291141,30,14840968,1222,51.38,144.93,147.85,-0.02,-0.55,-12.43,33.5398531,-82.0291141,5
335398434,-820291073,31,14981348,1236,50.13,144.82,150.51,-0.03,0.7,-12.43,33.5398434,-82.0291073,5
335398343,-820291011,31,14949836,1104,48.98,144.68,146.11,-0.01,-3.38,-12.43,33.5398343,-82.0291011,5
335398251,-820290948,31,14909688,1186,47.8,144.55,145.25,0,-3.84,-12.43,33.5398251,-82.0290948,5
335398157,-820290878,31,14743088,1228,46.58,144.45,145.82,-0.01,-1.61,-12.43,33.5398157,-82.0290878,5
335398062,-820290806,31,14858994,1238,45.33,144.36,147.36,-0.02,-1.22,-12.43,33.5398062,-82.0290806,5
335397965,-820290735,32,14873230,1260,44.07,144.24,148.85,-0.03,0.12,-12.43,33.5397965,-82.0290735,5
335397873,-820290667,31,14741672,1162,42.87,144.12,146.05,-0.01,-1.36,-12.43,33.5397873,-82.0290667,5
335397776,-820290599,32,14947932,1262,41.63,143.96,148.47,-0.03,-1.01,-14.84,33.5397776,-82.0290599,5
335397681,-820290527,32,14691456,1232,40.38,143.84,145.19,-0.01,-1.73,-14.84,33.5397681,-82.0290527,5
335397584,-820290450,31,14710624,1298,39.09,143.75,145.94,-0.01,-1.17,-14.84,33.5397584,-82.029045,5
335397484,-820290373,32,14749602,1318,37.77,143.63,148.07,-0.02,0.57,-14.84,33.5397484,-82.0290373,5
335397390,-820290299,31,14677552,1209,36.52,143.52,146.47,-0.02,-0.31,-14.84,33.539739,-82.0290299,5
335397291,-820290225,32,14901388,1317,35.23,143.35,148.61,-0.03,-0.41,-14.84,33.5397291,-82.0290225,5
335397195,-820290153,32,14759468,1230,33.97,143.18,145.03,-0.01,-2.57,-14.84,33.5397195,-82.0290153,5
335397097,-820290075,32,14627058,1325,32.67,143.05,146.14,-0.02,-0.13,-14.84,33.5397097,-82.0290075,5
335396994,-820289997,32,14733954,1338,31.32,142.85,148.27,-0.03,0.93,-14.84,33.5396994,-82.0289997,5
335396903,-820289923,32,14477832,1168,30.09,142.72,145.05,-0.01,0.27,-14.84,33.5396903,-82.0289923,5
335396811,-820289848,32,14553052,1260,28.86,142.59,147.11,-0.03,1.58,-15.39,33.5396811,-82.0289848,5
335396720,-820289777,32,14616896,1162,27.66,142.4,145.59,-0.02,-0.58,-15.39,33.539672,-82.0289777,5
335396626,-820289706,31,14747818,1270,26.43,142.15,148.18,-0.03,0.7,-15.39,33.5396626,-82.0289706,5
335396535,-820289638,31,14721796,1140,25.24,141.87,144.22,-0.01,-3,-15.39,33.5396535,-82.0289638,5
335396444,-820289566,30,14631522,1246,24.03,141.63,145.76,-0.02,-0.55,-15.39,33.5396444,-82.0289566,5
335396357,-820289496,31,14577572,1136,22.87,141.4,144.08,-0.01,-1.69,-15.39,33.5396357,-82.0289496,5
335396265,-820289425,31,14722244,1251,21.66,141.07,145.72,-0.03,-1.5,-15.39,33.5396265,-82.0289425,5
335396176,-820289355,30,14650022,1166,20.48,140.75,143.13,-0.01,-3.37,-15.39,33.5396176,-82.0289355,5
335396085,-820289282,30,14586126,1249,19.27,140.4,143.87,-0.02,-1.99,-15.39,33.5396085,-82.0289282,5
335395991,-820289206,31,14581388,1258,18.02,140.01,144.47,-0.02,-1.34,-15.39,33.5395991,-82.0289206,5
335395905,-820289133,31,14454328,1119,16.85,139.68,141.83,-0.01,-2.72,-16.57,33.5395905,-82.0289133,5
335395825,-820289059,31,14113326,1119,15.73,139.49,141.73,-0.01,0.59,-16.57,33.5395825,-82.0289059,5
335395741,-820288979,30,14230942,1228,14.54,139.32,143.7,-0.02,1.39,-16.57,33.5395741,-82.0288979,5
335395656,-820288903,31,14407464,1173,13.36,138.97,141.01,-0.01,-3.07,-16.57,33.5395656,-82.0288903,5
335395566,-820288824,31,14378076,1263,12.12,138.47,141.23,-0.02,-2.56,-16.57,33.5395566,-82.0288824,5
335395474,-820288743,31,14355466,1276,10.86,137.86,141.92,-0.02,-1.64,-16.57,33.5395474,-82.0288743,5
335395388,-820288667,31,14418958,1143,9.68,137.15,141.41,-0.02,-2.78,-16.57,33.5395388,-82.0288667,5
335395306,-820288594,31,14466002,1140,8.55,136.32,138.99,-0.01,-5.67,-16.57,33.5395306,-82.0288594,5
335395218,-820288515,31,14391260,1245,7.34,135.18,140.23,-0.03,-3.69,-16.57,33.5395218,-82.0288515,5
335395135,-820288438,31,14260856,1131,6.18,133.84,137.28,-0.02,-5.33,-16.57,33.5395135,-82.0288438,5
335395049,-820288358,31,14245598,1248,4.99,131.82,139.76,-0.04,-2.7,-16.57,33.5395049,-82.0288358,5
335394963,-820288285,31,14501202,1130,3.85,127.92,136.38,-0.05,-8.63,-19.13,33.5394963,-82.0288285,5
335394885,-820288217,31,14336602,1042,2.84,121.92,128.67,-0.04,-14.7,-19.13,33.5394885,-82.0288217,5
335394815,-820288147,31,13876858,1000,1.9,112.32,122.33,-0.06,-16.44,-19.13,33.5394815,-82.0288147,5
335394747,-820288074,31,13747538,1031,67.06,140.77,126.09,0.08,-11.39,-32.39,33.5394747,-82.0288074,6
335394620,-820287934,31,14087100,981,65.14,140.86,142.07,-0.01,1.2,-32.39,33.539462,-82.0287934,6
335394543,-820287858,31,14025538,1166,64.04,140.87,145.98,-0.03,5.72,-32.39,33.5394543,-82.0287858,6
335394464,-820287784,31,14204322,1091,62.92,140.85,142.45,-0.01,0.4,-32.39,33.5394464,-82.0287784,6
335394382,-820287708,30,14239156,1170,61.77,140.82,145.52,-0.03,3.13,-32.39,33.5394382,-82.0287708,6
335394304,-820287643,31,14647174,1020,60.72,140.75,143.09,-0.01,-3.39,-32.39,33.5394304,-82.0287643,6
335394223,-820287572,30,14257236,1147,59.6,140.69,145.63,-0.03,3.05,-32.39,33.5394223,-82.0287572,6
335394149,-820287507,31,14369662,961,58.58,140.63,142.35,-0.01,-1.35,-32.39,33.5394149,-82.0287507,6
335394076,-820287433,31,13811698,1116,57.52,140.65,141.94,-0.01,3.82,-32.39,33.5394076,-82.0287433,6
335393994,-820287348,31,13716920,1236,56.32,140.68,143.24,-0.01,6.07,-32.39,33.5393994,-82.0287348,6
335393902,-820287259,31,13876630,1279,55,140.67,143.9,-0.02,5.14,-31.65,33.5393902,-82.0287259,6
335393806,-820287170,30,14061036,1333,53.65,140.63,145.76,-0.03,5.15,-31.65,33.5393806,-82.028717,6
335393714,-820287086,31,14090804,1228,52.37,140.58,142.22,-0.01,1.31,-31.65,33.5393714,-82.0287086,6
335393619,-820286998,31,13996858,1340,51.03,140.53,143.18,-0.01,3.21,-31.65,33.5393619,-82.0286998,6
335393523,-820286907,31,14025124,1346,49.67,140.5,144.14,-0.02,3.89,-31.65,33.5393523,-82.0286907,6
335393430,-820286815,31,13982978,1292,48.33,140.5,143.83,-0.02,4,-31.65,33.539343,-82.0286815,6
335393335,-820286721,32,14013678,1359,46.96,140.5,145.5,-0.03,5.37,-31.65,33.5393335,-82.0286721,6
335393245,-820286632,31,13911456,1244,45.66,140.5,142.14,-0.01,3.03,-31.65,33.5393245,-82.0286632,6
335393156,-820286538,31,13798056,1328,44.35,140.56,143.63,-0.02,5.65,-31.65,33.5393156,-82.0286538,6
335393063,-820286444,31,14021582,1343,42.99,140.58,145.04,-0.02,4.83,-31.65,33.5393063,-82.0286444,6
335392977,-820286359,30,14059466,1175,41.75,140.58,137.47,0.02,-3.12,-27.49,33.5392977,-82.0286359,6
335392896,-820286279,31,14030962,1161,40.59,140.58,136.73,0.02,-3.58,-27.49,33.5392896,-82.0286279,6
335392814,-820286196,30,13948234,1191,39.39,140.6,138.2,0.01,-1.28,-27.49,33.5392814,-82.0286196,6
335392728,-820286104,31,13797688,1292,38.11,140.68,139.25,0.01,1.28,-27.49,33.5392728,-82.0286104,6
335392637,-820286010,31,13965976,1335,36.78,140.73,139.78,0.01,0.12,-27.49,33.5392637,-82.028601,6
335392544,-820285914,31,13923472,1347,35.41,140.79,139.88,0.01,0.65,-27.49,33.5392544,-82.0285914,6
335392450,-820285818,29,13946054,1361,34.04,140.84,139.79,0.01,0.33,-27.49,33.539245,-82.0285818,6
335392358,-820285722,30,13918574,1337,32.69,140.91,139.42,0.01,0.24,-27.49,33.5392358,-82.0285722,6
335392265,-820285628,30,13999328,1342,31.33,140.96,139.83,0.01,-0.16,-27.49,33.5392265,-82.0285628,6
335392174,-820285533,31,13844330,1336,29.99,141.05,140.61,0,2.17,-27.49,33.5392174,-82.0285533,6
335392081,-820285438,31,14005684,1344,28.64,141.11,140.35,0,0.3,-27.49,33.5392081,-82.0285438,6
335391988,-820285345,29,13972490,1341,27.29,141.16,139.48,0.01,-0.24,-27.77,33.5391988,-82.0285345,6
335391898,-820285249,30,13781916,1333,25.95,141.3,138.9,0.01,1.08,-27.77,33.5391898,-82.0285249,6
335391810,-820285152,31,13764794,1321,24.62,141.51,139.27,0.01,1.62,-27.77,33.539181,-82.0285152,6
335391722,-820285054,31,13709606,1335,23.29,141.77,140.06,0.01,2.96,-27.77,33.5391722,-82.0285054,6
