Time, fixType, gnssFixOk, headVehValid, invalid_llh, latitude, longitude, SIV, groundSpeed, headingMotion, headingVehicle, distanceBetween, targetHeading, currentHeading, headingError, gpsError, averageGPSError, index
4/13/2025 14:04,3,1,0,0,334924749,-820052542,31,597,11957440,0,1.15,102.3,5.31,0.54,-114.26,0,0
4/13/2025 14:04,3,1,0,0,334924749,-820052542,31,597,11957440,0,10.14,299.49,213.39,0.48,93.81,-114.26,1
4/13/2025 14:04,3,1,0,0,334924749,-820052542,31,597,11957440,0,10.14,299.49,296.01,0.02,176.44,-114.26,1
4/13/2025 14:05,3,1,0,0,334924595,-820052343,31,140,28819680,0,12.61,302.14,307.32,-0.03,19.13,-114.26,1
4/13/2025 14:05,3,1,0,0,334924608,-820052356,31,326,30957138,0,12.43,301.87,303.82,-0.01,-5.75,-114.26,1
4/13/2025 14:05,3,1,0,0,334924626,-820052381,31,400,30429484,0,12.13,301.64,303.01,-0.01,-1.28,-114.26,1
4/13/2025 14:05,3,1,0,0,334924650,-820052413,31,498,30765226,0,11.73,301.29,302.7,-0.01,-4.95,-114.26,1
4/13/2025 14:05,3,1,0,0,334924678,-820052447,31,536,31062756,0,11.3,300.78,302.64,-0.01,-7.99,-114.26,1
4/13/2025 14:05,3,1,0,0,334924708,-820052484,31,561,31014046,0,10.84,300.19,302.64,-0.01,-7.5,-114.26,1
4/13/2025 14:05,3,1,0,0,334924740,-820052522,31,571,31034564,0,10.36,299.47,291.96,0.04,-18.38,-103.65,1
4/13/2025 14:05,3,1,0,0,334924772,-820052562,31,560,30920534,0,9.86,298.73,299.09,0,-10.12,-103.65,1
4/13/2025 14:05,3,1,0,0,334924802,-820052592,31,476,31878480,0,9.46,297.76,300.4,-0.01,-18.38,-103.65,1
4/13/2025 14:05,3,1,0,0,334924838,-820052619,31,540,32282812,0,9.05,296.26,300.4,-0.02,-22.43,-103.65,1
4/13/2025 14:05,3,1,0,0,334924877,-820052649,31,554,32275758,0,8.61,294.49,297.53,-0.02,-25.23,-103.65,1
4/13/2025 14:05,3,1,0,0,334924914,-820052681,31,565,31771454,0,8.18,292.73,297.09,-0.02,-20.63,-103.65,1
4/13/2025 14:05,3,1,0,0,334924951,-820052714,31,554,31962450,0,7.74,290.79,293.53,-0.02,-26.1,-103.65,1
4/13/2025 14:05,3,1,0,0,334924987,-820052749,31,554,31456668,0,7.3,288.76,292.59,-0.02,-21.98,-103.65,1
4/13/2025 14:05,3,1,0,0,334925021,-820052786,31,556,31496582,0,6.86,286.69,289.84,-0.02,-25.13,-103.65,1
4/13/2025 14:05,3,1,0,0,334925054,-820052825,31,551,31063034,0,6.41,284.47,288.78,-0.02,-21.85,-103.65,1
4/13/2025 14:05,3,1,0,0,334925087,-820052866,31,562,31080590,0,5.95,281.97,306.24,-0.13,-4.56,-124.68,1
4/13/2025 14:05,3,1,0,0,334925116,-820052909,31,548,30750000,0,5.5,279.54,285.3,-0.03,-22.2,-124.68,1
4/13/2025 14:05,3,1,0,0,334925152,-820052978,31,409,28521676,0,4.81,276.1,277.05,-0.01,-8.16,-124.68,1
4/13/2025 14:05,3,1,0,0,334925159,-820053025,31,516,27718864,0,4.37,275.69,275.3,0,-1.88,-124.68,1
4/13/2025 14:05,3,1,0,0,334925165,-820053077,31,557,27582232,0,3.89,275.42,274.49,0.01,-1.33,-124.68,1
4/13/2025 14:05,3,1,0,0,334925171,-820053129,31,564,27584780,0,3.4,275.07,273.8,0.01,-2.04,-124.68,1
4/13/2025 14:05,3,1,0,0,334925177,-820053184,31,575,27600308,0,2.88,274.64,273.18,0.01,-2.82,-124.68,1
4/13/2025 14:05,3,1,0,0,334925182,-820053241,31,577,27480464,0,2.35,274.34,273.12,0.01,-1.69,-124.68,1
4/13/2025 14:05,3,1,0,0,334925187,-820053299,31,579,27528222,0,1.81,273.87,272.8,0.01,-2.48,-124.68,1
4/13/2025 14:05,3,1,0,0,334925192,-820053354,31,538,27576044,0,7.24,236.34,277.02,-0.23,1.26,-129.89,2
4/13/2025 14:05,3,1,0,0,334925192,-820053354,31,538,27576044,0,7.24,236.34,239.89,-0.02,-35.87,-129.89,2
4/13/2025 14:05,3,1,0,0,334925171,-820053500,31,379,23392716,0,6.01,231.03,232.71,-0.01,-1.22,-129.89,2
4/13/2025 14:05,3,1,0,0,334925141,-820053539,31,534,22798574,0,5.52,231.36,231.58,0,3.6,-129.89,2
4/13/2025 14:05,3,1,0,0,334925106,-820053584,31,583,22695394,0,4.95,231.86,231.52,0,4.57,-129.89,2
4/13/2025 14:05,3,1,0,0,334925068,-820053632,31,609,22791506,0,4.34,232.62,231.52,0.01,3.6,-129.89,2
4/13/2025 14:05,3,1,0,0,334925032,-820053682,31,610,22797404,0,3.73,233.18,231.52,0.01,3.54,-129.89,2
4/13/2025 14:05,3,1,0,0,334924995,-820053731,31,609,22714372,0,3.12,234.23,231.52,0.02,4.38,-129.89,2
4/13/2025 14:05,3,1,0,0,334924957,-820053781,31,623,22825234,0,2.5,235.88,233.3,0.01,5.04,-131.67,2
4/13/2025 14:05,3,1,0,0,334924919,-820053831,31,617,22743820,0,1.88,238.62,233.3,0.03,5.86,-131.67,2
4/13/2025 14:05,3,1,0,0,334924881,-820053880,31,610,22683808,0,9.13,251.76,232.66,0.11,5.82,-126.22,3
4/13/2025 14:05,3,1,0,0,334924853,-820053920,31,404,23148290,0,8.68,252.94,248.35,0.03,16.86,-126.22,3
4/13/2025 14:05,3,1,0,0,334924818,-820053986,31,436,25179528,0,7.99,254.33,256.1,-0.01,4.3,-126.22,3
4/13/2025 14:05,3,1,0,0,334924805,-820054041,31,571,25692932,0,7.46,254.34,256.47,-0.01,-0.46,-126.22,3
4/13/2025 14:05,3,1,0,0,334924792,-820054103,31,597,25675048,0,6.86,254.2,256.28,-0.01,-0.47,-126.22,3
4/13/2025 14:05,3,1,0,0,334924779,-820054166,31,599,25600554,0,6.26,254.02,256.22,-0.01,0.21,-126.22,3
4/13/2025 14:05,3,1,0,0,334924766,-820054228,31,605,25616288,0,5.67,253.82,256.22,-0.01,0.06,-126.22,3
4/13/2025 14:05,3,1,0,0,334924753,-820054290,31,605,25555480,0,5.08,253.58,256.22,-0.01,0.67,-126.22,3
4/13/2025 14:05,3,1,0,0,334924740,-820054353,31,606,25582392,0,4.48,253.24,256.22,-0.02,0.4,-126.22,3
4/13/2025 14:05,3,1,0,0,334924728,-820054416,31,604,25583130,0,3.88,252.64,256.22,-0.02,0.39,-126.22,3
4/13/2025 14:05,3,1,0,0,334924715,-820054479,31,606,25597872,0,3.28,252.01,253.46,-0.01,-2.52,-123.46,3
4/13/2025 14:05,3,1,0,0,334924702,-820054542,31,601,25531252,0,2.68,251.09,253.46,-0.01,-1.86,-123.46,3
