id, longitude, latitude
1, -820052421, 334924727
2, -820053494, 334925198
3, -820054004, 334924831
4, -820054815, 334924624
5, -820055847, 334924693
6, -820056439, 334925209
7, -820056535, 334925921
8, -820056301, 334926586
9, -820055696, 334927022
10, -820055159, 334927446
11, -820054403, 334927630
12, -820053715, 334927619
13, -820053219, 334927355
14, -820052903, 334926896
15, -820052889, 334926334
16, -820053013, 334925806
17, -820053494, 334925198
18, -820052435, 334924739
